Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic155534,485.32,432,485.32,108187.45,0.34,0.1,0.0,38798,378130.35,0.73,0.09,422.61,0
Topic155535,292.41,43,292.41,166566.62,0.02,0.01,0.0,49282,389283.02,0.58,0.09,282.8,0
Topic155536,606.52,378,606.52,212817.32,0.25,0.09,0.0,152441,383104.23,0.76,0.09,440.62,0
Topic155538,737.29,881,737.29,850793.38,0.36,0.21,0.01,376301,613676.24,0.88,0.09,947.43,0
Topic155539,454.41,134,454.41,738302.52,0.07,0.03,0.0,32064,204051.06,0.77,0.09,1709.03,0
Topic155540,575.2,107,575.2,466477.13,0.04,0.03,0.0,17087,1057891.04,0.73,0.09,1332.79,0
Topic155543,258.28,150,258.28,195095.82,0.07,0.04,0.0,22794,52785.48,0.57,0.09,497.69,0
Topic155549,426.93,86,426.93,551832.08,0.04,0.02,0.0,23127,235294.65,0.69,0.09,1452.19,0
Topic155553,626.26,142,626.26,419070.0,0.06,0.03,0.0,17028,556126.65,0.75,0.09,1069.06,0
Topic155555,357.69,95,357.69,241551.5,0.06,0.02,0.0,71725,268953.45,0.8,0.09,344.09,0
Topic155558,708.47,167,708.47,1322406.63,0.08,0.04,0.0,97541,1287284.42,0.74,0.09,4706.07,0
Topic155560,471.33,661,471.33,298619.88,0.26,0.15,0.0,244061,541473.81,0.63,0.09,646.36,0
Topic155561,485.6,459,485.6,759743.78,0.28,0.11,0.0,95140,248868.98,0.77,0.09,2116.28,0
Topic155563,616.15,238,616.15,418233.95,0.1,0.06,0.0,46820,760072.25,0.73,0.09,2236.55,0
Topic155564,543.01,881,543.01,835557.92,0.36,0.21,0.01,376301,430024.53,0.84,0.09,1297.45,0
Topic155566,586.15,909,586.15,617513.97,0.29,0.21,0.0,67491,276455.57,0.69,0.09,5369.69,0
Topic155567,873.25,619,873.25,652809.08,0.32,0.15,0.0,56612,726562.56,0.88,0.09,1255.4,0
Topic155568,375.07,240,375.07,1327276.07,0.11,0.06,0.0,25235,152371.71,0.64,0.08,6116.48,0
Topic155569,502.21,249,502.21,1300168.53,0.12,0.06,0.0,28555,272620.15,0.66,0.09,6915.79,0
Topic155573,265.95,273,265.95,394047.45,0.11,0.06,0.0,186133,166013.22,0.67,0.09,373.5,0
Topic155577,372.76,902,372.76,1389687.63,0.22,0.21,0.04,601278,213770.73,0.66,0.08,4679.08,0
Topic155598,704.29,79,704.29,543694.48,0.02,0.02,0.0,5570,912567.39,0.82,0.09,970.88,0
Topic155602,503.93,242,503.93,95903.57,0.12,0.06,0.0,24079,1036503.35,0.61,0.09,288.0,0
Topic155611,646.13,588,646.13,133321.72,0.32,0.14,0.01,275944,637062.83,0.72,0.09,246.89,0
Topic155638,382.34,273,382.34,350756.78,0.11,0.06,0.0,186133,275502.38,0.62,0.09,808.2,0
Topic155639,507.42,232,507.42,129685.2,0.09,0.05,0.0,38075,424230.27,0.7,0.09,308.77,0
Topic162630,448.41,197,448.41,569662.05,0.08,0.05,0.0,145118,378833.23,0.76,0.09,765.67,0
Topic162632,772.87,83,772.87,357673.85,0.04,0.02,0.0,27812,531709.58,0.85,0.09,487.96,0
Topic162640,308.45,197,308.45,124549.35,0.08,0.05,0.0,145118,206616.47,0.59,0.08,395.39,0
Topic162766,516.1,197,516.1,259779.58,0.08,0.05,0.0,145118,467809.58,0.66,0.09,627.49,0
Topic162787,445.45,881,445.45,265324.62,0.36,0.21,0.01,376301,357303.46,0.78,0.09,668.32,0
Topic162813,918.76,1131,918.76,672231.78,0.47,0.27,0.0,265605,1205562.57,0.76,0.09,4871.24,0
Topic162819,680.7,928,680.7,51284.47,0.66,0.22,0.01,1516534,794059.86,0.74,0.09,91.58,0
Topic162822,451.84,452,451.84,65087.65,0.28,0.11,0.0,63419,509268.52,0.67,0.09,692.42,0
Topic162871,970.34,1115,970.34,755665.05,0.36,0.26,0.01,231258,309680.26,0.74,0.09,2728.03,0
Topic162884,420.4,256,420.4,724133.6,0.1,0.06,0.0,36468,144629.74,0.69,0.09,2011.48,0
Topic162965,454.3,232,454.3,547679.42,0.11,0.05,0.0,22538,386378.88,0.73,0.09,1738.66,0
Topic162975,525.59,79,525.59,283144.4,0.03,0.02,0.0,18260,635871.23,0.71,0.09,865.89,0
Topic163026,1062.52,1087,1062.52,430100.47,0.35,0.25,0.0,113659,1066925.89,0.78,0.09,1400.98,0
Topic163089,574.88,72,574.88,312038.05,0.03,0.02,0.0,109047,460289.42,0.87,0.09,333.37,0
Topic163104,848.76,690,848.76,123624.22,0.33,0.16,0.02,3042766,886403.26,0.72,0.09,269.33,0
Topic163173,781.81,106,781.81,742778.1,0.02,0.02,0.0,16550,1092802.87,1.11,0.09,446.11,0
Topic163174,322.56,35,322.56,572698.25,0.01,0.01,0.0,1594,135208.8,0.49,0.08,3557.13,0
Topic163178,731.19,1115,731.19,587468.03,0.36,0.26,0.01,231258,191564.75,0.65,0.09,3435.49,0
Topic163202,769.84,1155,769.84,451338.83,0.57,0.27,0.01,411333,341747.82,0.73,0.09,1561.73,0
Topic163209,505.05,296,505.05,113505.3,0.1,0.07,0.0,30706,516660.47,0.63,0.09,515.93,0
Topic163218,211.08,55,211.08,106997.1,0.03,0.01,0.0,59666,95492.9,0.7,0.09,150.91,0
Topic163224,454.04,158,454.04,161660.98,0.07,0.04,0.0,11824,716966.42,0.69,0.09,162.47,0
Topic163229,479.7,516,479.7,149363.6,0.2,0.12,0.0,74750,290695.11,0.64,0.09,597.45,0
Topic163236,1037.67,1381,1037.67,384994.12,0.48,0.32,0.01,422112,1442537.19,0.78,0.09,819.14,0
Topic163255,395.16,45,395.16,418381.22,0.01,0.01,0.0,3648,3447663.45,0.59,0.08,1248.9,0
Topic163360,510.45,184,510.45,173974.73,0.09,0.04,0.0,15806,423008.52,0.64,0.09,656.51,0
Topic163368,811.92,1087,811.92,621246.85,0.35,0.25,0.0,113659,1036948.73,0.72,0.09,2436.26,0
Topic221556,524.21,1235,524.21,98968.59,0.61,0.29,0.02,914096,560420.38,0.58,0.09,263.21,0
Topic221563,513.73,42,513.73,15603.65,0.02,0.01,0.0,5288,544759.51,0.58,0.09,65.02,0
Topic221569,609.96,870,609.96,91040.52,0.4,0.2,0.03,7368909,1270230.71,0.76,0.09,188.88,0
Topic221612,522.97,150,522.97,110714.5,0.14,0.04,0.0,57663,768966.59,0.94,0.09,113.44,0
Topic221618,397.86,172,397.86,52330.97,0.2,0.04,0.0,46703,190792.08,0.77,0.09,110.17,0
Topic221648,398.58,459,398.58,118933.62,0.35,0.11,0.0,551089,293190.78,0.52,0.09,334.08,0
Topic230828,497.68,390,497.68,94454.85,0.27,0.09,0.0,83421,588785.26,1.02,0.09,61.06,0
Topic273970,270.76,61,270.76,43017.69,0.02,0.01,0.0,19562,274626.04,0.56,0.09,69.05,0
