Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic159621,224.31,2019,224.31,1846964.0,0.42,0.41,0.22,186871,14407.37,0.53,0.03,8753.38,0
Topic159624,320.55,49,320.55,925402.0,0.01,0.01,0.01,8625,26735.22,0.43,0.03,2891.88,0
Topic159632,524.75,847,524.75,1353444.0,0.17,0.17,0.06,44466,33753.45,0.63,0.02,5639.35,0
Topic159636,435.14,2019,435.14,1093421.0,0.42,0.41,0.22,186871,30788.16,0.65,0.03,6212.62,0
Topic159726,293.64,2019,293.64,339978.0,0.42,0.41,0.22,186871,20275.58,0.6,0.03,1920.78,0
Topic159773,120.64,30,120.64,171969.0,0.01,0.01,0.0,4575,8703.7,0.26,0.03,537.4,0
Topic159793,372.87,128,372.87,331265.0,0.05,0.03,0.0,4704,34418.43,0.58,0.02,920.18,0
Topic159839,200.44,360,200.44,340836.0,0.12,0.07,0.01,16644,21857.22,0.36,0.02,1775.19,0
Topic159853,409.13,1185,409.13,1637669.0,0.27,0.24,0.14,106293,42011.99,0.67,0.03,4450.19,0
Topic159906,127.34,36,127.34,135138.0,0.01,0.01,0.0,8100,10332.88,0.3,0.02,346.51,0
Topic159952,131.4,697,131.4,72063.0,0.28,0.14,0.04,82058,9776.4,0.32,0.03,177.06,0
Topic159953,361.58,2019,361.58,471604.0,0.42,0.41,0.22,186871,27606.68,0.68,0.02,1492.42,0
Topic159962,299.96,2019,299.96,971846.0,0.42,0.41,0.22,186871,23009.92,0.65,0.03,4958.4,0
Topic159982,445.63,49,445.63,901897.0,0.01,0.01,0.0,1836,39343.0,0.53,0.02,2890.7,0
Topic159989,199.77,60,199.77,385256.0,0.01,0.01,0.0,8856,12916.38,0.4,0.03,972.87,0
Topic159993,377.42,34,377.42,967354.0,0.01,0.01,0.01,5625,29706.48,0.55,0.02,2480.39,0
Topic160016,252.45,160,252.45,235261.0,0.03,0.03,0.03,32265,20899.94,0.47,0.02,627.36,0
Topic160023,469.4,1185,469.4,1297140.0,0.27,0.24,0.14,106293,45454.63,0.72,0.02,2850.86,0
Topic160024,532.93,664,532.93,481095.0,0.18,0.13,0.03,50544,54229.5,0.51,0.02,2672.75,0
Topic160082,205.43,614,205.43,104179.0,0.28,0.12,0.01,42342,17099.69,0.43,0.02,242.28,0
Topic160156,231.36,2081,231.36,405448.0,0.64,0.42,0.26,272487,22973.0,0.61,0.03,1236.12,0
Topic160160,331.13,2081,331.13,887436.0,0.64,0.42,0.26,272487,32042.08,0.7,0.02,2506.88,0
Topic160161,131.57,100,131.57,255538.0,0.05,0.02,0.0,7110,8436.4,0.23,0.03,909.39,0
Topic160162,209.68,100,209.68,230133.0,0.05,0.02,0.0,7110,13841.1,0.4,0.03,909.62,0
Topic160211,333.94,268,333.94,1006879.0,0.06,0.05,0.02,24939,30512.42,0.63,0.02,3166.29,0
Topic160232,323.91,377,323.91,1540264.0,0.08,0.08,0.11,91802,26905.18,0.51,0.02,3969.75,0
Topic160233,436.14,505,436.14,1482424.0,0.1,0.1,0.1,41070,42124.91,0.77,0.02,3236.73,0
Topic160236,401.63,915,401.63,1059275.0,0.32,0.18,0.07,140764,41787.21,0.65,0.03,1858.38,0
Topic160257,198.22,276,198.22,220484.0,0.15,0.06,0.0,13686,12237.46,0.45,0.03,720.54,0
Topic160265,173.39,1399,173.39,493802.0,0.57,0.28,0.04,112045,10700.4,0.38,0.02,2456.73,0
Topic160267,418.91,2019,418.91,579617.0,0.42,0.41,0.22,186871,35134.83,0.72,0.03,2415.07,0
Topic160268,607.33,847,607.33,1369825.0,0.17,0.17,0.06,44466,44892.72,0.67,0.02,5853.95,0
Topic160273,264.87,438,264.87,533837.0,0.11,0.09,0.01,29445,18929.0,0.38,0.02,2965.76,0
Topic160277,328.81,377,328.81,1512500.0,0.08,0.08,0.11,91802,37455.33,0.64,0.02,2529.26,0
Topic160283,450.15,2019,450.15,571726.0,0.42,0.41,0.22,186871,35252.03,0.71,0.03,2443.27,0
Topic160284,330.51,2019,330.51,1753889.0,0.42,0.41,0.22,186871,23507.81,0.66,0.03,5330.97,0
Topic160296,383.9,452,383.9,538439.0,0.12,0.09,0.04,57704,34665.24,0.54,0.02,1294.32,0
