Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic149018,568.89,675,568.89,3338368.0,0.11,0.06,0.02,263927,160853.53,0.5,0.12,4451.16,0
Topic149642,626.18,593,626.18,3230819.0,0.13,0.06,0.0,97824,286889.66,0.56,0.12,5609.06,0
Topic149662,675.44,294,675.44,1318412.0,0.06,0.03,0.0,22834,755139.38,0.5,0.12,4454.09,0
Topic149671,689.36,213,689.36,2024085.0,0.04,0.02,0.0,14825,503441.66,0.44,0.12,10326.96,0
Topic149702,671.48,2009,671.48,3309490.0,0.39,0.19,0.0,203120,720355.78,0.49,0.12,14515.31,0
Topic149753,792.21,679,792.21,1054425.0,0.16,0.07,0.0,151515,554082.71,0.56,0.12,5857.92,0
Topic152339,355.48,36,355.48,4516802.0,0.01,0.0,0.0,1842,19459.65,0.4,0.12,28953.86,0
Topic152425,879.38,35,879.38,5213594.0,0.0,0.0,0.0,762,777146.65,0.48,0.12,39199.95,0
Topic152464,1211.26,806,1211.26,3245079.0,0.18,0.08,0.03,203710,1107937.13,0.68,0.13,12018.81,0
Topic152468,265.9,31,265.9,2142738.0,0.0,0.0,0.0,790,129077.01,0.39,0.12,15990.58,0
Topic152483,847.7,591,847.7,1580245.0,0.13,0.06,0.0,68402,306541.45,0.56,0.12,20522.66,0
Topic158377,536.8,57,536.8,652790.0,0.01,0.01,0.0,3584,184953.0,0.58,0.13,2888.45,0
Topic158390,490.46,50,490.46,2425522.0,0.01,0.0,0.0,3365,442686.44,0.55,0.12,16500.15,0
Topic158424,895.91,2544,895.91,2767979.0,0.49,0.24,0.47,10182294,1837247.27,0.57,0.12,20969.54,0
Topic158434,967.82,2544,967.82,2814758.0,0.49,0.24,0.47,10182294,1888932.9,0.59,0.12,12185.1,0
Topic318085,804.08,795,804.08,2724292.0,0.18,0.08,0.0,54349,153241.4,0.49,0.12,10398.06,0
Topic318170,1409.21,309,1409.21,2426415.0,0.05,0.03,0.0,6876,2516654.24,0.53,0.12,10642.17,0
Topic318171,959.37,2544,959.37,768598.0,0.49,0.24,0.47,10182294,1047301.96,0.44,0.12,9729.09,0
Topic318244,1288.37,1744,1288.37,1410100.0,0.31,0.17,0.04,714170,440256.47,0.49,0.12,12703.6,0
Topic318310,923.57,51,923.57,308793.0,0.0,0.0,0.0,1425,314778.95,0.52,0.12,1591.72,0
Topic318345,1186.15,1744,1186.15,109149.0,0.31,0.17,0.04,714170,608076.85,0.46,0.12,645.85,0
Topic318383,699.02,818,699.02,113198.0,0.14,0.08,0.0,12063,73648.58,0.46,0.12,571.71,0
Topic318423,988.34,234,988.34,1192809.0,0.05,0.02,0.0,7582,205447.6,0.46,0.12,6311.16,0
Topic318505,702.27,218,702.27,107785.0,0.04,0.02,0.0,5116,79186.82,0.46,0.12,862.28,0
Topic318506,1013.23,324,1013.23,797841.0,0.05,0.03,0.0,6181,724781.44,0.48,0.12,5618.6,0
Topic318514,982.93,1634,982.93,997691.0,0.28,0.16,0.02,432019,214387.28,0.51,0.12,5090.26,0
Topic318544,663.01,461,663.01,1920.0,0.08,0.04,0.0,13483,143684.05,0.45,0.12,22.59,0
Topic318556,290.23,1631,290.23,577384.0,0.22,0.16,0.0,132268,33085.28,0.48,0.12,1573.25,0
Topic318573,840.65,1141,840.65,1413444.0,0.19,0.11,0.0,68858,113532.59,0.41,0.12,13857.29,0
Topic318602,936.05,774,936.05,56057.0,0.12,0.07,0.0,13586,679434.8,0.49,0.12,376.22,0
Topic318625,934.49,2494,934.49,1503410.0,0.46,0.24,0.05,867967,204598.68,0.5,0.12,10158.18,0
Topic318714,1023.87,550,1023.87,31669.0,0.1,0.05,0.0,24678,248780.99,0.47,0.12,307.47,0
Topic318753,825.72,629,825.72,1076484.0,0.11,0.06,0.0,22843,81299.05,0.43,0.12,5200.41,0
Topic318791,1042.31,3040,1042.31,529219.0,0.58,0.29,0.02,719935,171004.87,0.47,0.12,5690.53,0
Topic318805,761.69,635,761.69,5803.0,0.12,0.06,0.0,14310,136926.33,0.44,0.12,45.69,0
Topic318817,828.7,1172,828.7,15037.0,0.22,0.11,0.02,357239,108369.42,0.52,0.12,147.42,0
Topic318859,855.51,897,855.51,44603.0,0.16,0.09,0.0,24467,180259.08,0.46,0.12,557.54,0
Topic318867,1014.44,1563,1014.44,1279.0,0.29,0.15,0.05,916717,257419.83,0.48,0.12,17.05,0
Topic318893,1024.37,1254,1024.37,1453.0,0.25,0.12,0.11,1648192,260700.31,0.48,0.12,21.69,0
Topic318936,963.26,109,963.26,321407.0,0.01,0.01,0.0,5640,114856.15,0.49,0.12,859.38,0
Topic318937,896.91,1509,896.91,1391.0,0.24,0.14,0.0,166571,131005.99,0.49,0.12,11.99,0
Topic318951,956.28,1509,956.28,42723.0,0.24,0.14,0.0,166571,210777.91,0.48,0.12,288.67,0
Topic318988,855.13,849,855.13,3625.0,0.16,0.08,0.0,80978,179234.16,0.49,0.12,45.89,0
Topic318994,946.49,1172,946.49,5767.0,0.22,0.11,0.02,357239,255559.21,0.49,0.12,81.23,0
Topic318998,950.22,1361,950.22,50065.0,0.25,0.13,0.07,1047676,247689.01,0.47,0.12,439.17,0
Topic319005,810.23,525,810.23,280854.0,0.13,0.05,0.0,19600,76932.76,0.5,0.12,1543.15,0
Topic319016,948.41,234,948.41,254084.0,0.05,0.02,0.0,7582,138859.43,0.44,0.12,1494.61,0
Topic319020,933.16,1172,933.16,2665.0,0.22,0.11,0.02,357239,264798.56,0.48,0.12,36.51,0
Topic319031,859.57,604,859.57,214363.0,0.1,0.06,0.0,14804,160109.17,0.5,0.12,1283.61,0
Topic319059,982.14,1509,982.14,6092.0,0.24,0.14,0.0,166571,221728.01,0.48,0.12,44.14,0
Topic319061,1158.76,1425,1158.76,68741.0,0.29,0.14,0.0,21976,584212.24,0.5,0.12,419.15,0
Topic319070,1065.35,1130,1065.35,359688.0,0.19,0.11,0.0,51267,203621.51,0.51,0.12,1746.06,0
Topic319073,1095.8,1509,1095.8,9548.0,0.24,0.14,0.0,166571,169417.21,0.45,0.12,77.0,0
Topic319082,1260.85,909,1260.85,502460.0,0.17,0.09,0.0,41853,176137.24,0.4,0.12,4446.55,0
Topic319090,1144.13,35,1144.13,312389.0,0.0,0.0,0.0,357,633133.45,0.48,0.12,4165.19,0
Topic319094,1120.65,1509,1120.65,4904.0,0.24,0.14,0.0,166571,158807.62,0.56,0.12,39.55,0
Topic319098,999.7,1509,999.7,1420.0,0.24,0.14,0.0,166571,180546.01,0.45,0.12,16.51,0
Topic319123,990.09,1509,990.09,1147.0,0.24,0.14,0.0,166571,118713.42,0.44,0.12,17.38,0
Topic319132,1063.3,3040,1063.3,90591.0,0.58,0.29,0.02,719935,166549.26,0.5,0.12,862.77,0
Topic319139,760.14,146,760.14,103279.0,0.02,0.01,0.0,4282,256966.39,0.45,0.12,867.89,0
Topic319150,597.44,318,597.44,1593.0,0.06,0.03,0.0,10557,39584.51,0.45,0.12,9.96,0
Topic319155,1163.58,1509,1163.58,18268.0,0.24,0.14,0.0,166571,170884.38,0.44,0.12,246.86,0
Topic319174,955.51,1509,955.51,10098.0,0.24,0.14,0.0,166571,200172.77,0.53,0.12,71.11,0
Topic319195,1178.92,629,1178.92,3469.0,0.11,0.06,0.0,22843,801710.75,0.49,0.12,39.42,0
Topic319224,1329.89,1130,1329.89,312318.0,0.19,0.11,0.0,51267,154872.02,0.5,0.12,745.39,0
Topic319231,1043.53,458,1043.53,5043.0,0.08,0.04,0.0,5812,156637.2,0.49,0.12,28.65,0
Topic319233,996.88,461,996.88,12479.0,0.08,0.04,0.0,13483,202462.73,0.47,0.12,107.58,0
Topic319273,1087.04,94,1087.04,523518.0,0.01,0.01,0.0,1329,1171708.6,0.47,0.12,5510.72,0
Topic319280,1057.44,1906,1057.44,3509.0,0.34,0.18,0.01,956336,202860.45,0.45,0.12,53.17,0
Topic319304,1311.27,309,1311.27,4898.0,0.06,0.03,0.0,24034,217806.68,0.43,0.12,42.22,0
Topic319335,857.29,1509,857.29,4801.0,0.24,0.14,0.0,166571,148597.3,0.43,0.12,72.74,0
Topic319341,1352.42,3040,1352.42,40629.0,0.58,0.29,0.02,719935,178085.4,0.44,0.12,202.13,0
Topic319375,790.07,204,790.07,97714.0,0.04,0.02,0.0,5627,77638.26,0.47,0.12,610.71,0
Topic319432,837.32,1631,837.32,51964.0,0.22,0.16,0.0,132268,72826.37,0.45,0.12,641.53,0
Topic319549,1110.07,1047,1110.07,27843.0,0.15,0.1,0.0,117835,359801.09,0.47,0.12,181.98,0
Topic320367,966.72,672,966.72,3156238.0,0.14,0.06,0.0,6937,80990.49,0.47,0.12,33223.56,0
Topic320424,862.37,1046,862.37,526892.0,0.2,0.1,0.0,94642,190072.78,0.5,0.12,4354.48,0
Topic320434,915.93,1509,915.93,60950.0,0.24,0.14,0.0,166571,168633.62,0.53,0.13,322.49,0
Topic320444,961.62,1509,961.62,4462.0,0.24,0.14,0.0,166571,196691.88,0.49,0.12,46.0,0
Topic320452,621.37,48,621.37,1879515.0,0.01,0.0,0.0,3880,121823.07,0.48,0.12,9258.69,0
Topic320467,1006.19,54,1006.19,2619787.0,0.01,0.01,0.0,1636,284606.17,0.47,0.12,21127.31,0
Topic320508,1019.02,390,1019.02,1052083.0,0.09,0.04,0.0,5029,145147.96,0.47,0.12,13151.04,0
Topic320545,860.02,1724,860.02,7313.0,0.35,0.17,0.0,206796,105689.69,0.45,0.12,117.95,0
Topic320548,911.4,406,911.4,1625230.0,0.07,0.04,0.0,10599,77351.32,0.47,0.12,7128.2,0
Topic320610,1009.74,629,1009.74,2264808.0,0.11,0.06,0.0,22843,83678.78,0.42,0.12,11674.27,0
Topic320645,1027.18,1509,1027.18,222345.0,0.24,0.14,0.0,166571,90849.84,0.53,0.12,2179.85,0
Topic320658,1708.92,3040,1708.92,18103.0,0.58,0.29,0.02,719935,458798.94,0.53,0.12,184.72,0
Topic320733,1225.31,818,1225.31,43865.0,0.14,0.08,0.0,12063,165207.49,0.54,0.12,274.16,0
Topic320775,446.62,32,446.62,445801.0,0.0,0.0,0.0,2750,71243.56,0.38,0.12,3207.2,0
Topic320796,969.26,192,969.26,711891.0,0.03,0.02,0.0,1414,482225.83,0.51,0.12,5234.49,0
Topic320893,936.66,1472,936.66,209598.0,0.28,0.14,0.05,863205,360545.78,0.47,0.12,1922.92,0
Topic320911,1074.09,2544,1074.09,74369.0,0.49,0.24,0.47,10182294,1459715.94,0.45,0.12,743.69,0
Topic321110,1203.0,1434,1203.0,503072.0,0.25,0.14,0.0,51337,247776.75,0.5,0.12,5081.54,0
Topic321207,905.3,35,905.3,642234.0,0.0,0.0,0.0,687,116600.93,0.45,0.12,7298.11,0
Topic321302,1020.85,604,1020.85,466348.0,0.1,0.06,0.0,14804,151600.45,0.5,0.12,3587.29,0
Topic321309,929.18,48,929.18,312702.0,0.0,0.0,0.0,713,98531.87,0.48,0.12,2202.13,0
Topic321318,1041.23,1509,1041.23,197958.0,0.24,0.14,0.0,166571,207089.56,0.49,0.12,1783.41,0
Topic321402,1322.64,2494,1322.64,96552.0,0.46,0.24,0.05,867967,596370.25,0.48,0.12,639.42,0
Topic321492,1003.53,736,1003.53,5194.0,0.13,0.07,0.0,16353,687220.2,0.51,0.12,26.23,0
Topic321519,663.97,859,663.97,11296.0,0.14,0.08,0.0,32359,50689.42,0.48,0.12,96.55,0
Topic321520,1052.49,247,1052.49,44840.0,0.04,0.02,0.0,1651,235608.02,0.43,0.12,472.0,0
Topic321782,724.61,583,724.61,3474069.0,0.11,0.06,0.0,11933,218406.62,0.55,0.12,16464.78,0
Topic321818,1056.63,556,1056.63,3437944.0,0.14,0.05,0.0,9584,861419.5,0.49,0.12,30157.4,0
Topic321841,1117.29,309,1117.29,3563433.0,0.05,0.03,0.0,6876,293563.04,0.51,0.12,39158.6,0
Topic321844,652.65,37,652.65,2440455.0,0.01,0.0,0.0,4555,140256.45,0.47,0.12,13409.09,0
Topic321932,724.6,1472,724.6,909164.0,0.28,0.14,0.05,863205,163584.95,0.45,0.12,9470.46,0
Topic321967,602.2,167,602.2,2483751.0,0.03,0.02,0.0,30406,384245.87,0.48,0.12,5803.16,0
Topic321973,1117.75,649,1117.75,1378857.0,0.11,0.06,0.0,15763,461716.32,0.51,0.12,7617.99,0
Topic321978,989.72,725,989.72,2826775.0,0.11,0.07,0.0,10629,691366.28,0.46,0.12,37194.41,0
Topic322002,702.74,43,702.74,1989763.0,0.01,0.0,0.0,1739,407909.52,0.47,0.12,13444.34,0
Topic322041,803.96,1052,803.96,130218.0,0.23,0.1,0.0,29448,284795.84,0.49,0.12,1112.97,0
Topic322043,695.44,309,695.44,2641166.0,0.05,0.03,0.0,6876,90388.74,0.46,0.12,21299.73,0
Topic322093,1284.62,138,1284.62,2059851.0,0.02,0.01,0.0,4035,988442.54,0.44,0.12,12116.77,0
Topic322148,1049.46,486,1049.46,459131.0,0.14,0.05,0.0,35261,125325.36,0.47,0.12,3559.16,0
Topic322193,1004.25,67,1004.25,860060.0,0.01,0.01,0.0,1329,118080.29,0.44,0.12,9885.75,0
Topic322195,741.7,1017,741.7,1185549.0,0.18,0.1,0.0,18256,277389.83,0.44,0.12,11510.18,0
Topic322219,685.64,266,685.64,387693.0,0.05,0.03,0.02,1337888,636968.01,0.54,0.13,1167.75,0
Topic322246,1077.72,882,1077.72,1303907.0,0.17,0.08,0.02,338146,1165889.36,0.5,0.12,10030.05,0
Topic322304,1184.68,1254,1184.68,989.0,0.25,0.12,0.11,1648192,310814.57,0.45,0.12,9.7,0
Topic322372,961.24,2432,961.24,1329020.0,0.43,0.23,0.13,2291161,362121.57,0.44,0.12,15276.09,0
Topic322375,991.76,690,991.76,731346.0,0.12,0.07,0.0,58739,108551.41,0.43,0.12,3401.61,0
Topic322412,1110.16,1257,1110.16,1456811.0,0.22,0.12,0.0,135371,514790.91,0.51,0.12,11941.07,0
Topic322426,851.41,877,851.41,22071.0,0.15,0.08,0.0,8879,97013.84,0.45,0.12,275.89,0
Topic322440,811.95,1205,811.95,263574.0,0.2,0.12,0.01,336450,143239.52,0.46,0.12,1324.49,0
Topic322584,329.55,60,329.55,3301299.0,0.01,0.01,0.0,702,60970.54,0.43,0.12,25791.4,0
Topic322612,1004.53,1138,1004.53,38021.0,0.19,0.11,0.0,44117,281892.92,0.54,0.12,277.53,0
