Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic321309,929.18,48,929.18,312702.0,0.0,0.0,0.0,713,98531.87,0.48,0.12,2202.13,0
Topic321318,1041.23,1509,1041.23,197958.0,0.24,0.14,0.0,166571,207089.56,0.49,0.12,1783.41,0
Topic321402,1322.64,2494,1322.64,96552.0,0.46,0.24,0.05,867967,596370.25,0.48,0.12,639.42,0
Topic321492,1003.53,736,1003.53,5194.0,0.13,0.07,0.0,16353,687220.2,0.51,0.12,26.23,0
Topic321519,663.97,859,663.97,11296.0,0.14,0.08,0.0,32359,50689.42,0.48,0.12,96.55,0
Topic321520,1052.49,247,1052.49,44840.0,0.04,0.02,0.0,1651,235608.02,0.43,0.12,472.0,0
Topic321782,724.61,583,724.61,3474069.0,0.11,0.06,0.0,11933,218406.62,0.55,0.12,16464.78,0
Topic321818,1056.63,556,1056.63,3437944.0,0.14,0.05,0.0,9584,861419.5,0.49,0.12,30157.4,0
Topic321841,1117.29,309,1117.29,3563433.0,0.05,0.03,0.0,6876,293563.04,0.51,0.12,39158.6,0
Topic321844,652.65,37,652.65,2440455.0,0.01,0.0,0.0,4555,140256.45,0.47,0.12,13409.09,0
Topic321932,724.6,1472,724.6,909164.0,0.28,0.14,0.05,863205,163584.95,0.45,0.12,9470.46,0
Topic321953,683.18,102,683.18,2598384.0,0.02,0.01,0.0,40742,159213.79,0.58,0.13,4294.85,0
Topic321967,602.2,167,602.2,2483751.0,0.03,0.02,0.0,30406,384245.87,0.48,0.12,5803.16,0
Topic321973,1117.75,649,1117.75,1378857.0,0.11,0.06,0.0,15763,461716.32,0.51,0.12,7617.99,0
Topic321978,989.72,725,989.72,2826775.0,0.11,0.07,0.0,10629,691366.28,0.46,0.12,37194.41,0
Topic322002,702.74,43,702.74,1989763.0,0.01,0.0,0.0,1739,407909.52,0.47,0.12,13444.34,0
Topic322041,803.96,1052,803.96,130218.0,0.23,0.1,0.0,29448,284795.84,0.49,0.12,1112.97,0
Topic322043,695.44,309,695.44,2641166.0,0.05,0.03,0.0,6876,90388.74,0.46,0.12,21299.73,0
Topic322091,1042.32,1419,1042.32,2436453.0,0.25,0.14,0.01,234414,565826.12,0.62,0.13,5653.02,0
Topic322093,1284.62,138,1284.62,2059851.0,0.02,0.01,0.0,4035,988442.54,0.44,0.12,12116.77,0
Topic322148,1049.46,486,1049.46,459131.0,0.14,0.05,0.0,35261,125325.36,0.47,0.12,3559.16,0
Topic322193,1004.25,67,1004.25,860060.0,0.01,0.01,0.0,1329,118080.29,0.44,0.12,9885.75,0
Topic322195,741.7,1017,741.7,1185549.0,0.18,0.1,0.0,18256,277389.83,0.44,0.12,11510.18,0
Topic322219,685.64,266,685.64,387693.0,0.05,0.03,0.02,1337888,636968.01,0.54,0.13,1167.75,0
Topic322240,803.61,482,803.61,895085.0,0.12,0.05,0.0,31101,308570.14,0.57,0.13,4431.11,0
Topic322246,1077.72,882,1077.72,1303907.0,0.17,0.08,0.02,338146,1165889.36,0.5,0.12,10030.05,0
Topic322263,981.5,1634,981.5,409538.0,0.28,0.16,0.02,432019,126805.03,0.53,0.13,1118.96,0
Topic322304,1184.68,1254,1184.68,989.0,0.25,0.12,0.11,1648192,310814.57,0.45,0.12,9.7,0
Topic322335,804.85,219,804.85,1328865.0,0.04,0.02,0.0,13951,332026.88,0.6,0.12,2479.23,0
Topic322372,961.24,2432,961.24,1329020.0,0.43,0.23,0.13,2291161,362121.57,0.44,0.12,15276.09,0
Topic322375,991.76,690,991.76,731346.0,0.12,0.07,0.0,58739,108551.41,0.43,0.12,3401.61,0
Topic322412,1110.16,1257,1110.16,1456811.0,0.22,0.12,0.0,135371,514790.91,0.51,0.12,11941.07,0
Topic322426,851.41,877,851.41,22071.0,0.15,0.08,0.0,8879,97013.84,0.45,0.12,275.89,0
Topic322440,811.95,1205,811.95,263574.0,0.2,0.12,0.01,336450,143239.52,0.46,0.12,1324.49,0
Topic322584,329.55,60,329.55,3301299.0,0.01,0.01,0.0,702,60970.54,0.43,0.12,25791.4,0
Topic322612,1004.53,1138,1004.53,38021.0,0.19,0.11,0.0,44117,281892.92,0.54,0.12,277.53,0
