Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic162813,918.76,1131,918.76,672231.78,0.47,0.27,0.0,265605,1205562.57,0.76,0.09,4871.24,0
Topic162819,680.7,928,680.7,51284.47,0.66,0.22,0.01,1516534,794059.86,0.74,0.09,91.58,0
Topic162822,451.84,452,451.84,65087.65,0.28,0.11,0.0,63419,509268.52,0.67,0.09,692.42,0
Topic162871,970.34,1115,970.34,755665.05,0.36,0.26,0.01,231258,309680.26,0.74,0.09,2728.03,0
Topic162884,420.4,256,420.4,724133.6,0.1,0.06,0.0,36468,144629.74,0.69,0.09,2011.48,0
Topic162965,454.3,232,454.3,547679.42,0.11,0.05,0.0,22538,386378.88,0.73,0.09,1738.66,0
Topic162975,525.59,79,525.59,283144.4,0.03,0.02,0.0,18260,635871.23,0.71,0.09,865.89,0
Topic163026,1062.52,1087,1062.52,430100.47,0.35,0.25,0.0,113659,1066925.89,0.78,0.09,1400.98,0
Topic163104,848.76,690,848.76,123624.22,0.33,0.16,0.02,3042766,886403.26,0.72,0.09,269.33,0
Topic163174,322.56,35,322.56,572698.25,0.01,0.01,0.0,1594,135208.8,0.49,0.08,3557.13,0
Topic163178,731.19,1115,731.19,587468.03,0.36,0.26,0.01,231258,191564.75,0.65,0.09,3435.49,0
Topic163202,769.84,1155,769.84,451338.83,0.57,0.27,0.01,411333,341747.82,0.73,0.09,1561.73,0
Topic163209,505.05,296,505.05,113505.3,0.1,0.07,0.0,30706,516660.47,0.63,0.09,515.93,0
Topic163218,211.08,55,211.08,106997.1,0.03,0.01,0.0,59666,95492.9,0.7,0.09,150.91,0
Topic163224,454.04,158,454.04,161660.98,0.07,0.04,0.0,11824,716966.42,0.69,0.09,162.47,0
Topic163229,479.7,516,479.7,149363.6,0.2,0.12,0.0,74750,290695.11,0.64,0.09,597.45,0
Topic163236,1037.67,1381,1037.67,384994.12,0.48,0.32,0.01,422112,1442537.19,0.78,0.09,819.14,0
Topic163255,395.16,45,395.16,418381.22,0.01,0.01,0.0,3648,3447663.45,0.59,0.08,1248.9,0
Topic163360,510.45,184,510.45,173974.73,0.09,0.04,0.0,15806,423008.52,0.64,0.09,656.51,0
Topic163368,811.92,1087,811.92,621246.85,0.35,0.25,0.0,113659,1036948.73,0.72,0.09,2436.26,0
Topic221556,524.21,1235,524.21,98968.59,0.61,0.29,0.02,914096,560420.38,0.58,0.09,263.21,0
Topic221563,513.73,42,513.73,15603.65,0.02,0.01,0.0,5288,544759.51,0.58,0.09,65.02,0
Topic221648,398.58,459,398.58,118933.62,0.35,0.11,0.0,551089,293190.78,0.52,0.09,334.08,0
Topic230828,497.68,390,497.68,94454.85,0.27,0.09,0.0,83421,588785.26,1.02,0.09,61.06,0
Topic273970,270.76,61,270.76,43017.69,0.02,0.01,0.0,19562,274626.04,0.56,0.09,69.05,0
