Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic168010,543.59,1383,543.59,269782.35,0.62,0.45,0.09,27973,6363.34,0.7,0.17,2997.58,1
Topic168011,341.3,758,341.3,475515.1,0.41,0.25,0.04,12517,3685.5,0.58,0.18,5283.5,1
Topic168014,682.6,1828,682.6,71131.63,0.77,0.59,0.41,61399,9738.17,0.8,0.17,790.35,1
Topic217098,559.98,1828,559.98,83537.8,0.77,0.59,0.41,61399,6689.96,0.84,0.17,928.2,1
Topic217108,498.59,106,498.59,169473.23,0.03,0.03,0.0,416,5955.62,0.81,0.17,1883.04,1
Topic217111,595.89,1193,595.89,149078.35,0.45,0.39,0.42,27505,6844.07,0.8,0.16,1656.43,1
Topic217114,470.13,1828,470.13,217914.03,0.77,0.59,0.41,61399,5342.89,0.82,0.18,2421.27,1
Topic217115,603.58,550,603.58,46892.2,0.27,0.18,0.02,7431,8542.34,0.89,0.18,521.02,1
Topic164146,613.12,1828,613.12,346356.72,0.77,0.59,0.41,61399,10117.84,0.9,0.18,2770.85,0
Topic164204,530.86,478,530.86,236830.62,0.19,0.15,0.03,4048,6609.16,0.82,0.16,1315.73,0
Topic164206,324.3,1383,324.3,1794785.6,0.62,0.45,0.09,27973,3735.43,0.77,0.2,8465.97,0
Topic164214,542.56,758,542.56,1647511.53,0.41,0.25,0.04,12517,7301.26,0.78,0.18,17526.72,0
Topic164217,470.8,894,470.8,1746651.82,0.37,0.29,0.17,10464,5858.61,0.87,0.18,6445.21,0
Topic164219,237.9,199,237.9,1277352.63,0.07,0.06,0.01,1665,2571.29,0.46,0.19,8240.98,0
Topic164220,410.89,711,410.89,1720083.3,0.31,0.23,0.07,9301,6146.03,0.82,0.18,14828.3,0
Topic164223,489.99,1383,489.99,1532468.82,0.62,0.45,0.09,27973,6189.75,0.72,0.18,18243.68,0
Topic164224,388.34,1383,388.34,1532381.42,0.62,0.45,0.09,27973,4691.4,0.69,0.19,13930.74,0
Topic164225,275.94,758,275.94,1387209.27,0.41,0.25,0.04,12517,3147.2,0.75,0.19,5979.35,0
Topic164226,434.71,1383,434.71,1466254.52,0.62,0.45,0.09,27973,6093.79,0.73,0.18,13091.56,0
Topic164350,403.91,192,403.91,93694.73,0.08,0.06,0.07,4091,5062.4,0.74,0.16,678.95,0
Topic164351,404.65,1193,404.65,109192.95,0.45,0.39,0.42,27505,6317.04,0.74,0.16,966.31,0
Topic164421,277.47,1193,277.47,41363.48,0.45,0.39,0.42,27505,3714.94,0.69,0.15,200.79,0
Topic164493,427.11,1828,427.11,1907859.68,0.77,0.59,0.41,61399,5872.48,0.81,0.19,21680.22,0
Topic164494,496.77,1828,496.77,1856513.28,0.77,0.59,0.41,61399,6656.58,0.86,0.19,11116.85,0
Topic164500,221.67,141,221.67,1013368.3,0.09,0.05,0.0,1532,2350.57,0.53,0.18,16889.47,0
Topic164501,325.69,944,325.69,2434773.97,0.47,0.31,0.06,19394,4116.23,0.56,0.19,26180.37,0
Topic164502,401.49,758,401.49,1235117.52,0.41,0.25,0.04,12517,5610.41,0.78,0.19,13139.55,0
Topic164506,364.35,1828,364.35,1492888.2,0.77,0.59,0.41,61399,5019.85,0.81,0.19,13329.36,0
Topic164507,612.48,39,612.48,1496211.48,0.01,0.01,0.0,65,10418.95,0.87,0.18,22669.87,0
Topic164508,330.44,548,330.44,998731.17,0.38,0.18,0.02,14510,4115.38,0.54,0.19,9247.51,0
Topic164511,473.05,662,473.05,1421012.25,0.24,0.21,0.05,7795,6171.4,0.86,0.19,9601.43,0
Topic164513,429.26,784,429.26,1254262.07,0.34,0.25,0.05,10789,5018.82,0.69,0.18,15295.88,0
Topic164527,237.55,481,237.55,1140738.63,0.22,0.16,0.03,11606,3520.89,0.61,0.18,8912.02,0
Topic164529,293.47,1828,293.47,1091433.0,0.77,0.59,0.41,61399,5100.81,0.81,0.18,7180.48,0
Topic164533,309.59,1193,309.59,966703.37,0.45,0.39,0.42,27505,4525.0,0.78,0.17,8554.9,0
Topic164537,344.48,1828,344.48,805247.17,0.77,0.59,0.41,61399,6058.88,0.8,0.18,4970.66,0
Topic164545,393.55,481,393.55,324666.3,0.22,0.16,0.03,11606,6406.88,0.69,0.18,2369.83,0
Topic164602,345.4,1383,345.4,2099709.63,0.62,0.45,0.09,27973,4290.9,0.75,0.2,15105.82,0
Topic164606,381.59,758,381.59,1925232.55,0.41,0.25,0.04,12517,4665.29,0.82,0.2,10350.71,0
Topic164607,288.92,481,288.92,2380548.13,0.22,0.16,0.03,11606,3737.62,0.63,0.2,36068.91,0
Topic164608,360.61,1383,360.61,1960443.25,0.62,0.45,0.09,27973,4341.64,0.77,0.19,18321.9,0
Topic164610,466.22,359,466.22,2060506.73,0.12,0.12,0.03,5285,5827.95,0.78,0.19,19812.56,0
Topic164613,500.17,199,500.17,1984290.57,0.07,0.06,0.01,1665,6159.63,0.79,0.19,12801.87,0
Topic164614,262.41,192,262.41,2174212.43,0.08,0.06,0.07,4091,3814.55,0.85,0.2,13338.73,0
Topic164615,323.53,758,323.53,1813546.63,0.41,0.25,0.04,12517,3802.55,0.72,0.2,9750.25,0
Topic164617,393.28,359,393.28,2037521.43,0.12,0.12,0.03,5285,4549.69,0.85,0.2,10136.92,0
Topic164618,176.17,591,176.17,1368659.42,0.43,0.19,0.0,7840,1866.38,0.46,0.2,11037.58,0
Topic164619,275.97,523,275.97,2185168.8,0.19,0.17,0.12,8892,3547.18,0.77,0.19,14189.41,0
Topic164621,285.4,758,285.4,1807127.23,0.41,0.25,0.04,12517,3519.15,0.64,0.2,17048.37,0
Topic164623,249.51,1193,249.51,2168612.43,0.45,0.39,0.42,27505,3124.72,0.68,0.18,14853.51,0
Topic164624,229.01,758,229.01,1798856.07,0.41,0.25,0.04,12517,2515.87,0.63,0.2,11242.85,0
Topic164626,307.73,295,307.73,2064143.9,0.16,0.1,0.01,1850,3814.49,0.67,0.19,24573.14,0
Topic164628,308.13,548,308.13,810983.45,0.38,0.18,0.02,14510,4316.02,0.65,0.19,4975.36,0
Topic164635,585.29,1828,585.29,953022.45,0.77,0.59,0.41,61399,9036.52,0.82,0.18,6396.12,0
Topic164645,412.94,548,412.94,381594.23,0.38,0.18,0.02,14510,6408.74,0.76,0.19,3634.23,0
Topic164646,608.71,1828,608.71,754546.92,0.77,0.59,0.41,61399,8308.81,0.78,0.18,7699.46,0
Topic164650,223.2,36,223.2,309055.4,0.01,0.01,0.0,303,2450.18,0.46,0.18,2971.69,0
Topic164655,490.81,1828,490.81,602737.07,0.77,0.59,0.41,61399,6912.29,0.85,0.18,4336.24,0
Topic164735,311.64,1828,311.64,1774168.0,0.77,0.59,0.41,61399,5546.72,0.79,0.19,11088.55,0
Topic164736,195.19,141,195.19,1546875.83,0.09,0.05,0.0,1532,2391.71,0.53,0.2,6844.58,0
Topic164737,423.67,546,423.67,1925234.62,0.25,0.18,0.03,7150,5802.11,0.85,0.19,7078.07,0
Topic164739,363.98,1828,363.98,1966986.45,0.77,0.59,0.41,61399,5870.41,0.78,0.18,11176.06,0
Topic164740,256.1,944,256.1,1808017.03,0.47,0.31,0.06,19394,4351.67,0.58,0.19,17384.78,0
Topic164741,361.32,1828,361.32,1807330.62,0.77,0.59,0.41,61399,6164.36,0.89,0.19,9364.41,0
Topic164754,482.96,1828,482.96,1380322.43,0.77,0.59,0.41,61399,7424.17,0.81,0.18,8681.27,0
Topic164757,316.61,1828,316.61,1355486.47,0.77,0.59,0.41,61399,4700.73,0.81,0.18,8579.03,0
Topic164758,287.88,944,287.88,1184547.78,0.47,0.31,0.06,19394,3735.04,0.62,0.19,7135.83,0
Topic164825,428.15,1193,428.15,2335630.0,0.45,0.39,0.42,27505,5921.88,0.81,0.19,21427.8,0
Topic164831,244.66,944,244.66,2011944.95,0.47,0.31,0.06,19394,2805.45,0.67,0.2,7921.04,0
Topic164838,118.66,126,118.66,1394375.68,0.08,0.04,0.0,555,1127.96,0.46,0.21,9959.83,0
Topic164839,420.67,1828,420.67,1977185.33,0.77,0.59,0.41,61399,5055.34,0.83,0.2,15209.12,0
Topic164842,370.3,1828,370.3,2042367.13,0.77,0.59,0.41,61399,5454.98,0.78,0.2,17308.2,0
Topic164846,455.37,922,455.37,2063465.82,0.47,0.3,0.04,12097,9648.37,0.77,0.19,33281.71,0
Topic164847,500.21,1828,500.21,1964402.3,0.77,0.59,0.41,61399,7012.36,0.79,0.2,21586.84,0
Topic164851,271.85,944,271.85,1815519.43,0.47,0.31,0.06,19394,3053.09,0.79,0.2,12103.46,0
Topic164852,262.2,944,262.2,1815154.63,0.47,0.31,0.06,19394,3097.66,0.59,0.19,25930.78,0
Topic164853,366.79,67,366.79,2005473.67,0.02,0.02,0.0,323,5244.5,0.78,0.19,20890.35,0
Topic164854,478.58,1828,478.58,2051227.92,0.77,0.59,0.41,61399,7282.4,0.83,0.19,23309.41,0
Topic164900,466.27,1161,466.27,308643.0,0.52,0.38,0.16,17265,6126.43,0.84,0.17,1929.02,0
Topic165053,543.63,1828,543.63,446989.78,0.77,0.59,0.41,61399,7893.06,0.83,0.18,2511.18,0
Topic165145,493.3,711,493.3,449611.1,0.31,0.23,0.07,9301,5902.95,0.77,0.18,4163.07,0
Topic165149,396.09,427,396.09,499611.67,0.18,0.14,0.04,3821,5754.13,0.79,0.17,6092.83,0
Topic165196,416.37,1383,416.37,1249148.93,0.62,0.45,0.09,27973,5289.39,0.85,0.18,5077.84,0
Topic165198,326.42,359,326.42,1310743.82,0.12,0.12,0.03,5285,4013.3,0.77,0.18,8348.69,0
Topic165207,315.2,758,315.2,994286.63,0.41,0.25,0.04,12517,3864.43,0.74,0.18,8285.72,0
Topic165210,293.86,481,293.86,926847.32,0.22,0.16,0.03,11606,3721.12,0.62,0.18,6916.77,0
Topic165218,463.49,1383,463.49,736741.42,0.62,0.45,0.09,27973,5911.89,0.78,0.18,7016.58,0
Topic165219,382.88,359,382.88,853962.12,0.12,0.12,0.03,5285,4432.23,0.63,0.19,8211.17,0
Topic165221,497.77,1083,497.77,811857.27,0.59,0.35,0.04,14956,5697.14,0.76,0.17,10408.43,0
Topic165513,418.78,766,418.78,1465613.67,0.32,0.25,0.16,13809,5553.58,0.85,0.18,6210.23,0
Topic165521,433.62,1193,433.62,1392239.12,0.45,0.39,0.42,27505,6052.5,0.87,0.18,8287.14,0
Topic165530,309.0,809,309.0,954839.98,0.33,0.26,0.17,14068,3940.93,0.83,0.19,3562.84,0
Topic165590,588.74,894,588.74,505493.47,0.37,0.29,0.17,10464,8369.09,0.84,0.17,3918.55,0
Topic165745,416.22,1828,416.22,635371.18,0.77,0.59,0.41,61399,6553.19,0.78,0.18,8824.6,0
Topic165752,486.08,766,486.08,727117.85,0.32,0.25,0.16,13809,7356.83,0.92,0.19,2743.84,0
Topic165835,443.78,1828,443.78,1165628.3,0.77,0.59,0.41,61399,8509.08,0.78,0.18,19756.41,0
Topic165836,457.9,1161,457.9,1154402.45,0.52,0.38,0.16,17265,7625.4,0.85,0.18,9462.32,0
Topic165838,566.32,1161,566.32,1153527.97,0.52,0.38,0.16,17265,9143.79,0.82,0.18,16963.65,0
Topic165841,582.19,1828,582.19,1092508.07,0.77,0.59,0.41,61399,10541.72,0.84,0.18,16066.3,0
Topic165842,449.77,1083,449.77,877218.18,0.59,0.35,0.04,14956,6170.67,0.73,0.18,9968.39,0
Topic165849,308.35,1828,308.35,350402.4,0.77,0.59,0.41,61399,4595.12,0.73,0.18,8760.06,0
Topic165850,456.8,809,456.8,240034.92,0.33,0.26,0.17,14068,5981.61,0.78,0.17,3429.07,0
Topic165855,507.84,1193,507.84,797095.05,0.45,0.39,0.42,27505,7255.47,0.88,0.18,6533.57,0
Topic166117,320.36,1383,320.36,1866352.07,0.62,0.45,0.09,27973,4200.73,0.72,0.19,19854.81,0
Topic166122,231.39,1383,231.39,1869597.17,0.62,0.45,0.09,27973,2853.41,0.62,0.2,17976.9,0
Topic166123,384.78,1383,384.78,1906105.55,0.62,0.45,0.09,27973,4646.37,0.74,0.2,18153.39,0
Topic166124,267.92,359,267.92,1975939.23,0.12,0.12,0.03,5285,3384.65,0.65,0.19,29938.47,0
Topic166125,275.66,1383,275.66,1906169.78,0.62,0.45,0.09,27973,3144.31,0.69,0.21,11212.76,0
Topic166128,358.46,1383,358.46,1903933.7,0.62,0.45,0.09,27973,4605.18,0.76,0.2,21154.82,0
Topic166133,321.27,758,321.27,1736815.77,0.41,0.25,0.04,12517,3530.07,0.63,0.19,28946.93,0
Topic166137,483.96,427,483.96,2013118.22,0.18,0.14,0.04,3821,7265.39,0.8,0.18,17658.93,0
Topic166210,448.48,359,448.48,80770.37,0.12,0.12,0.03,5285,5455.02,0.79,0.17,521.1,0
Topic166221,352.16,1193,352.16,218591.58,0.45,0.39,0.42,27505,5094.71,0.73,0.15,1497.2,0
Topic168009,258.2,1383,258.2,2157181.95,0.62,0.45,0.09,27973,3290.77,0.75,0.2,17827.95,0
Topic168015,253.21,481,253.21,1865826.9,0.22,0.16,0.03,11606,4199.22,0.7,0.19,5392.56,0
Topic217099,299.88,944,299.88,2377545.52,0.47,0.31,0.06,19394,4276.05,0.78,0.2,28994.46,0
Topic217112,215.28,548,215.28,1798378.5,0.38,0.18,0.02,14510,2404.75,0.52,0.19,28099.66,0
Topic217113,418.61,288,418.61,2289308.45,0.14,0.09,0.01,1686,4985.94,0.75,0.2,34686.49,0
Topic217116,507.43,711,507.43,2278630.75,0.31,0.23,0.07,9301,7328.07,0.84,0.19,49535.45,0
