Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic162632,847.13,83,847.13,49136.25,0.04,0.02,0.0,27812,677692.13,0.66,0.09,1637.88,1
Topic162787,586.37,881,586.37,115995.28,0.36,0.21,0.01,376301,754738.03,0.65,0.09,3866.51,1
Topic155343,894.93,840,894.93,263995.23,0.36,0.2,0.0,98428,680143.37,0.69,0.09,8799.84,0
Topic155347,813.2,318,813.2,442580.7,0.1,0.07,0.0,74645,551931.47,0.61,0.09,14752.69,0
Topic155360,457.83,1435,457.83,521427.97,0.45,0.34,0.01,432809,649883.93,0.66,0.09,17380.93,0
Topic155363,253.13,58,253.13,376866.35,0.01,0.01,0.0,687,133760.03,0.45,0.09,12562.21,0
Topic155365,305.77,459,305.77,59454.03,0.28,0.11,0.0,95140,70591.13,0.52,0.09,1981.8,0
Topic155371,553.2,50,553.2,181579.83,0.01,0.01,0.0,7200,598188.23,0.58,0.08,6052.66,0
Topic155389,589.77,61,589.77,526371.47,0.03,0.01,0.0,10151,297266.77,0.66,0.09,17545.72,0
Topic155397,707.93,434,707.93,247447.0,0.17,0.1,0.0,89052,880246.0,0.66,0.09,8248.23,0
Topic155403,520.6,351,520.6,430811.05,0.18,0.08,0.0,49082,531214.47,0.55,0.09,14360.37,0
Topic155404,609.63,514,609.63,70234.15,0.23,0.12,0.01,388702,405988.17,0.6,0.09,2341.14,0
Topic155437,645.33,1394,645.33,3164.18,0.59,0.33,0.01,681751,517064.53,0.64,0.09,105.47,0
Topic155448,556.37,296,556.37,48962.25,0.1,0.07,0.0,30706,289514.43,0.62,0.09,1632.08,0
Topic155498,648.53,712,648.53,262279.72,0.39,0.17,0.06,2530807,709757.6,0.6,0.09,8742.66,0
Topic155516,727.33,425,727.33,191697.95,0.2,0.1,0.0,35430,517682.87,0.67,0.09,6389.93,0
Topic155520,648.63,78,648.63,99313.0,0.03,0.02,0.0,19246,954737.63,0.65,0.09,3310.43,0
Topic155523,784.73,238,784.73,120257.75,0.1,0.06,0.0,46820,714512.47,0.68,0.09,4008.59,0
Topic155526,624.17,240,624.17,888339.12,0.11,0.06,0.0,25235,254129.2,0.65,0.09,29611.3,0
Topic155528,416.57,459,416.57,446766.95,0.28,0.11,0.0,95140,264086.17,0.58,0.09,14892.23,0
Topic155535,312.1,43,312.1,101275.37,0.02,0.01,0.0,49282,301608.23,0.42,0.09,3375.85,0
Topic155540,648.6,107,648.6,296482.95,0.04,0.03,0.0,17087,759539.5,0.66,0.09,9882.76,0
Topic155543,370.33,150,370.33,187041.03,0.07,0.04,0.0,22794,106305.83,0.52,0.09,6234.7,0
Topic155549,681.53,86,681.53,371517.08,0.04,0.02,0.0,23127,370618.0,0.61,0.09,12383.9,0
Topic155553,837.7,142,837.7,220104.37,0.06,0.03,0.0,17028,679713.6,0.68,0.09,7336.81,0
Topic155558,635.03,167,635.03,615439.98,0.08,0.04,0.0,97541,594112.57,0.63,0.09,20514.67,0
Topic155560,472.87,661,472.87,206624.7,0.26,0.15,0.0,244061,366679.7,0.55,0.09,6887.49,0
Topic155561,615.87,459,615.87,418421.32,0.28,0.11,0.0,95140,329321.87,0.7,0.09,13947.38,0
Topic155563,714.1,238,714.1,254048.68,0.1,0.06,0.0,46820,626293.3,0.68,0.09,8468.29,0
Topic155566,613.83,909,613.83,372276.28,0.29,0.21,0.0,67491,340266.67,0.65,0.09,12409.21,0
